Date,Flight Number,From,To,Class,Price,FLowCard,Bags Checked,Meal Type
11/28/2024,PA008,Perth,New York,Business Class,740.40,Yes,2,Vegan
12/7/2024,PA006,Tokyo,London,First Class,214.00,Yes,2,None
8/10/2024,PA005,London,Tokyo,Economy,2530.00,Yes,2,Egg Free
12/1/2024,PA010,Tokyo,New York,Premium Economy,942.50,Yes,0,Dairy Free
8/26/2024,PA009,New York,Tokyo,Economy,1150.00,Yes,2,None
12/2/2024,PA005,London,Tokyo,First Class,651.00,Yes,3,Egg Free
9/9/2024,PA011,Perth,Tokyo,Premium Economy,847.50,Yes,2,Dairy Free
7/2/2024,PA001,London,New York,First Class,295.00,Yes,3,Egg Free
3/22/2024,PA010,Tokyo,New York,Economy,1985.00,Yes,0,None
8/26/2024,PA006,Tokyo,London,First Class,399.00,Yes,2,Dairy Free
3/1/2024,PA005,London,Tokyo,Premium Economy,877.50,Yes,3,None
1/8/2024,PA007,New York,Perth,Premium Economy,1110.00,Yes,2,Vegetarian
4/15/2024,PA004,Perth,London,First Class,646.00,Yes,3,Egg Free
8/10/2024,PA004,Perth,London,Business Class,435.60,Yes,1,Vegetarian
5/25/2024,PA002,New York,London,First Class,543.00,Yes,0,Dairy Free
3/5/2024,PA003,London,Perth,Premium Economy,1192.50,Yes,1,None
1/29/2024,PA007,New York,Perth,Premium Economy,1122.50,Yes,3,Egg Free
10/18/2024,PA009,New York,Tokyo,Economy,2295.00,Yes,2,Nut Free
12/12/2024,PA010,Tokyo,New York,First Class,566.00,Yes,1,Nut Free
6/26/2024,PA006,Tokyo,London,Business Class,315.60,Yes,3,Vegetarian
8/15/2024,PA001,London,New York,Business Class,598.80,Yes,1,Nut Free
8/21/2024,PA001,London,New York,Business Class,249.60,Yes,3,Vegan
1/28/2024,PA009,New York,Tokyo,Business Class,613.20,Yes,1,Vegan
9/20/2024,PA003,London,Perth,Premium Economy,920.00,Yes,1,None
4/16/2024,PA010,Tokyo,New York,Business Class,280.80,Yes,2,Egg Free
7/25/2024,PA002,New York,London,First Class,296.00,Yes,2,Vegan
12/17/2024,PA010,Tokyo,New York,Premium Economy,1307.50,Yes,1,Egg Free
9/2/2024,PA011,Perth,Tokyo,Business Class,427.20,Yes,2,Dairy Free
12/28/2024,PA002,New York,London,First Class,295.00,Yes,2,None
7/31/2024,PA002,New York,London,First Class,501.00,Yes,1,None
8/18/2024,PA005,London,Tokyo,Business Class,338.40,Yes,0,None
2/22/2024,PA007,New York,Perth,Economy,2835.00,Yes,1,Vegan
11/19/2024,PA006,Tokyo,London,Business Class,330.00,Yes,2,Nut Free
1/12/2024,PA007,New York,Perth,Economy,2125.00,Yes,0,Vegetarian
12/29/2024,PA004,Perth,London,Business Class,550.80,Yes,0,Nut Free
2/4/2024,PA001,London,New York,Business Class,828.00,Yes,0,None
6/7/2024,PA010,Tokyo,New York,Business Class,674.40,Yes,3,Vegetarian
5/19/2024,PA002,New York,London,First Class,239.00,Yes,0,Vegan
1/9/2024,PA012,Tokyo,Perth,Business Class,507.60,Yes,0,Dairy Free
3/23/2024,PA002,New York,London,Premium Economy,1625.00,Yes,0,Nut Free
1/20/2024,PA002,New York,London,First Class,201.00,Yes,1,Nut Free
2/23/2024,PA009,New York,Tokyo,Premium Economy,622.50,Yes,2,Vegetarian
9/25/2024,PA011,Perth,Tokyo,First Class,457.00,Yes,3,Nut Free
12/9/2024,PA010,Tokyo,New York,Premium Economy,1142.50,Yes,2,Vegan
1/14/2024,PA004,Perth,London,Economy,1020.00,Yes,0,Nut Free
9/8/2024,PA001,London,New York,First Class,427.00,Yes,1,Egg Free
7/26/2024,PA008,Perth,New York,Premium Economy,1410.00,Yes,0,Vegetarian
2/7/2024,PA009,New York,Tokyo,Premium Economy,1397.50,Yes,3,Vegan
7/15/2024,PA006,Tokyo,London,First Class,531.00,Yes,3,Egg Free
1/31/2024,PA010,Tokyo,New York,First Class,387.00,Yes,3,None
6/12/2024,PA006,Tokyo,London,Business Class,525.60,Yes,3,Nut Free
3/7/2024,PA009,New York,Tokyo,Business Class,612.00,Yes,3,Nut Free
3/8/2024,PA004,Perth,London,First Class,524.00,Yes,3,Egg Free
3/26/2024,PA011,Perth,Tokyo,First Class,529.00,Yes,0,None
2/7/2024,PA002,New York,London,Business Class,638.40,Yes,0,Nut Free
6/15/2024,PA004,Perth,London,First Class,453.00,Yes,3,Nut Free
9/1/2024,PA009,New York,Tokyo,First Class,247.00,Yes,3,Egg Free
4/3/2024,PA010,Tokyo,New York,Business Class,840.00,Yes,1,Vegan
2/23/2024,PA002,New York,London,Business Class,826.80,Yes,1,None
9/14/2024,PA011,Perth,Tokyo,Premium Economy,1662.50,Yes,0,Nut Free
3/10/2024,PA008,Perth,New York,Business Class,398.40,Yes,1,Egg Free
3/4/2024,PA010,Tokyo,New York,First Class,636.00,Yes,0,Dairy Free
10/14/2024,PA006,Tokyo,London,Premium Economy,505.00,Yes,3,Vegetarian
5/4/2024,PA012,Tokyo,Perth,First Class,440.00,Yes,3,Egg Free
7/22/2024,PA005,London,Tokyo,Business Class,246.00,Yes,1,Dairy Free
7/16/2024,PA011,Perth,Tokyo,Business Class,649.20,Yes,1,Nut Free
8/21/2024,PA004,Perth,London,Economy,1675.00,Yes,0,Vegetarian
8/31/2024,PA011,Perth,Tokyo,Economy,3465.00,Yes,3,Dairy Free
1/3/2024,PA010,Tokyo,New York,Premium Economy,1490.00,Yes,3,Vegetarian
7/25/2024,PA009,New York,Tokyo,First Class,272.00,Yes,3,Dairy Free
9/8/2024,PA007,New York,Perth,Economy,1450.00,Yes,1,Dairy Free
1/8/2024,PA012,Tokyo,Perth,Business Class,679.20,Yes,3,Vegan
6/23/2024,PA010,Tokyo,New York,Economy,3490.00,Yes,2,None
8/13/2024,PA004,Perth,London,Business Class,585.60,Yes,0,Nut Free
1/2/2024,PA012,Tokyo,Perth,First Class,580.00,Yes,1,Vegetarian
1/9/2024,PA008,Perth,New York,Premium Economy,527.50,Yes,1,Vegetarian
3/28/2024,PA001,London,New York,Economy,1915.00,Yes,2,Dairy Free
10/13/2024,PA006,Tokyo,London,Business Class,609.60,Yes,1,Nut Free
1/7/2024,PA010,Tokyo,New York,First Class,467.00,Yes,2,Dairy Free
3/25/2024,PA004,Perth,London,First Class,474.00,Yes,0,Vegan
9/11/2024,PA003,London,Perth,Business Class,595.20,Yes,3,Egg Free
5/26/2024,PA002,New York,London,Premium Economy,575.00,Yes,3,None
4/19/2024,PA003,London,Perth,Premium Economy,682.50,Yes,1,None
5/6/2024,PA005,London,Tokyo,Premium Economy,1207.50,Yes,2,Egg Free
12/6/2024,PA006,Tokyo,London,First Class,292.00,Yes,1,Dairy Free
7/8/2024,PA005,London,Tokyo,Premium Economy,887.50,Yes,3,Nut Free
1/20/2024,PA008,Perth,New York,Business Class,724.80,Yes,2,Vegan
4/12/2024,PA009,New York,Tokyo,Premium Economy,1705.00,Yes,0,Egg Free
6/29/2024,PA006,Tokyo,London,First Class,593.00,Yes,1,None
2/27/2024,PA007,New York,Perth,Economy,1665.00,Yes,0,Vegetarian
3/13/2024,PA012,Tokyo,Perth,Premium Economy,1297.50,Yes,3,None
12/3/2024,PA011,Perth,Tokyo,Economy,1540.00,Yes,1,Vegan
10/15/2024,PA007,New York,Perth,Economy,2135.00,Yes,0,Vegan
4/30/2024,PA009,New York,Tokyo,Premium Economy,660.00,Yes,3,Egg Free
5/30/2024,PA001,London,New York,Economy,3425.00,Yes,2,Vegan
8/4/2024,PA011,Perth,Tokyo,Premium Economy,1107.50,Yes,2,Nut Free
9/10/2024,PA003,London,Perth,First Class,653.00,Yes,1,Nut Free
6/16/2024,PA008,Perth,New York,Premium Economy,1525.00,Yes,1,Vegetarian
1/26/2024,PA001,London,New York,Economy,1770.00,Yes,0,Egg Free
9/12/2024,PA004,Perth,London,First Class,457.00,Yes,0,Nut Free
7/24/2024,PA004,Perth,London,Economy,3350.00,Yes,0,None
10/17/2024,PA003,London,Perth,First Class,351.00,Yes,2,Vegetarian
9/18/2024,PA012,Tokyo,Perth,Business Class,588.00,Yes,1,None
11/10/2024,PA008,Perth,New York,Premium Economy,515.00,Yes,1,Vegetarian
7/16/2024,PA009,New York,Tokyo,Economy,2795.00,Yes,1,Dairy Free
4/25/2024,PA009,New York,Tokyo,Business Class,658.80,Yes,2,Nut Free
7/17/2024,PA006,Tokyo,London,Business Class,447.60,Yes,2,Egg Free
6/27/2024,PA002,New York,London,Business Class,508.80,Yes,0,Dairy Free
1/5/2024,PA007,New York,Perth,Premium Economy,1220.00,Yes,2,Dairy Free
5/3/2024,PA006,Tokyo,London,First Class,414.00,Yes,1,Vegan
5/9/2024,PA001,London,New York,First Class,355.00,Yes,1,Egg Free
1/11/2024,PA003,London,Perth,Economy,3410.00,Yes,0,Egg Free
4/22/2024,PA011,Perth,Tokyo,Premium Economy,1737.50,Yes,1,Vegetarian
6/7/2024,PA007,New York,Perth,Business Class,319.20,Yes,3,Dairy Free
2/28/2024,PA006,Tokyo,London,Business Class,687.60,Yes,1,Nut Free
8/13/2024,PA007,New York,Perth,First Class,525.00,Yes,2,Egg Free
9/16/2024,PA004,Perth,London,Business Class,807.60,Yes,3,Dairy Free
10/24/2024,PA009,New York,Tokyo,Economy,1375.00,Yes,0,None
6/10/2024,PA006,Tokyo,London,Economy,2095.00,Yes,2,Egg Free
11/22/2024,PA008,Perth,New York,Business Class,577.20,Yes,1,Nut Free
12/21/2024,PA007,New York,Perth,Business Class,446.40,Yes,2,Vegetarian
6/15/2024,PA003,London,Perth,Premium Economy,935.00,Yes,3,Nut Free
10/9/2024,PA011,Perth,Tokyo,First Class,451.00,Yes,3,Vegetarian
5/21/2024,PA010,Tokyo,New York,Business Class,435.60,Yes,0,Egg Free
6/19/2024,PA003,London,Perth,Premium Economy,692.50,Yes,1,None
8/14/2024,PA009,New York,Tokyo,Premium Economy,1565.00,Yes,1,Vegan
9/30/2024,PA004,Perth,London,Economy,2760.00,Yes,3,Nut Free
4/16/2024,PA011,Perth,Tokyo,Economy,2995.00,Yes,3,Vegan
9/1/2024,PA007,New York,Perth,First Class,206.00,Yes,0,Nut Free
8/18/2024,PA004,Perth,London,Economy,2195.00,Yes,3,Egg Free
11/10/2024,PA011,Perth,Tokyo,Premium Economy,1707.50,Yes,3,Nut Free
11/24/2024,PA001,London,New York,First Class,534.00,Yes,2,Dairy Free
1/23/2024,PA003,London,Perth,Economy,3225.00,Yes,0,Nut Free
2/16/2024,PA002,New York,London,Economy,2075.00,Yes,3,Nut Free
5/1/2024,PA006,Tokyo,London,Business Class,510.00,Yes,3,Nut Free
4/3/2024,PA007,New York,Perth,Business Class,829.20,Yes,0,Egg Free
4/21/2024,PA003,London,Perth,First Class,215.00,Yes,0,Egg Free
4/4/2024,PA008,Perth,New York,Business Class,837.60,Yes,2,Vegetarian
11/19/2024,PA005,London,Tokyo,Business Class,432.00,Yes,0,Dairy Free
7/29/2024,PA004,Perth,London,Economy,2700.00,Yes,3,None
1/18/2024,PA009,New York,Tokyo,First Class,301.00,Yes,0,Vegetarian
11/12/2024,PA008,Perth,New York,Business Class,627.60,Yes,3,Egg Free
11/11/2024,PA008,Perth,New York,Premium Economy,590.00,Yes,1,Vegan
5/30/2024,PA008,Perth,New York,Premium Economy,547.50,Yes,0,Egg Free
3/31/2024,PA008,Perth,New York,Premium Economy,1415.00,Yes,2,Vegetarian
8/2/2024,PA002,New York,London,Premium Economy,510.00,Yes,1,Dairy Free
7/18/2024,PA010,Tokyo,New York,Premium Economy,1672.50,Yes,0,None
5/10/2024,PA002,New York,London,Premium Economy,832.50,Yes,0,Dairy Free
10/13/2024,PA003,London,Perth,Business Class,300.00,Yes,0,Nut Free
11/13/2024,PA006,Tokyo,London,Business Class,385.20,Yes,2,Vegan
5/7/2024,PA007,New York,Perth,Business Class,520.80,Yes,3,Vegetarian
5/11/2024,PA011,Perth,Tokyo,First Class,417.00,Yes,0,Dairy Free
5/14/2024,PA006,Tokyo,London,Premium Economy,720.00,Yes,3,Egg Free
10/31/2024,PA008,Perth,New York,First Class,215.00,Yes,1,Nut Free
7/15/2024,PA004,Perth,London,First Class,344.00,Yes,3,Vegan
9/10/2024,PA002,New York,London,Economy,2825.00,Yes,2,Nut Free
7/10/2024,PA004,Perth,London,Premium Economy,1230.00,Yes,1,Nut Free
12/22/2024,PA010,Tokyo,New York,Premium Economy,1710.00,Yes,3,Nut Free
8/31/2024,PA008,Perth,New York,Economy,1975.00,Yes,2,Vegetarian
6/7/2024,PA008,Perth,New York,Business Class,672.00,Yes,1,Nut Free
9/5/2024,PA002,New York,London,Premium Economy,1507.50,Yes,3,Dairy Free
11/6/2024,PA005,London,Tokyo,Premium Economy,1380.00,Yes,1,Egg Free
12/6/2024,PA005,London,Tokyo,First Class,213.00,Yes,3,Vegan
10/2/2024,PA001,London,New York,Premium Economy,1687.50,Yes,0,Vegetarian
3/7/2024,PA006,Tokyo,London,Premium Economy,735.00,Yes,0,Nut Free
3/24/2024,PA010,Tokyo,New York,Premium Economy,1385.00,Yes,1,Nut Free
6/23/2024,PA008,Perth,New York,Premium Economy,1180.00,Yes,2,Dairy Free
10/3/2024,PA004,Perth,London,First Class,320.00,Yes,3,Dairy Free
2/23/2024,PA003,London,Perth,Business Class,270.00,Yes,1,None
5/6/2024,PA011,Perth,Tokyo,First Class,425.00,Yes,3,Nut Free
10/9/2024,PA007,New York,Perth,First Class,205.00,Yes,0,Vegan
7/4/2024,PA001,London,New York,Premium Economy,1612.50,Yes,2,None
11/14/2024,PA002,New York,London,Economy,3305.00,Yes,1,Dairy Free
9/19/2024,PA010,Tokyo,New York,Business Class,531.60,Yes,2,Nut Free
6/19/2024,PA012,Tokyo,Perth,Business Class,273.60,Yes,2,Egg Free
5/28/2024,PA003,London,Perth,Business Class,469.20,Yes,2,Vegan
3/14/2024,PA005,London,Tokyo,Business Class,332.40,Yes,3,Nut Free
8/25/2024,PA006,Tokyo,London,Premium Economy,547.50,Yes,2,Egg Free
1/8/2024,PA011,Perth,Tokyo,Business Class,840.00,Yes,2,Dairy Free
8/11/2024,PA011,Perth,Tokyo,First Class,481.00,Yes,3,None
1/23/2024,PA001,London,New York,First Class,520.00,Yes,0,Dairy Free
4/8/2024,PA010,Tokyo,New York,Business Class,511.20,Yes,3,Dairy Free
3/21/2024,PA004,Perth,London,First Class,332.00,Yes,3,None
5/3/2024,PA005,London,Tokyo,Premium Economy,510.00,Yes,2,None
6/20/2024,PA002,New York,London,First Class,420.00,Yes,0,Egg Free
4/12/2024,PA002,New York,London,Economy,2060.00,Yes,2,Egg Free
5/1/2024,PA008,Perth,New York,Premium Economy,727.50,Yes,3,Vegan
1/22/2024,PA011,Perth,Tokyo,Economy,2105.00,Yes,3,Nut Free
3/31/2024,PA008,Perth,New York,Premium Economy,570.00,Yes,1,Nut Free
2/18/2024,PA012,Tokyo,Perth,Business Class,555.60,Yes,0,Egg Free
7/12/2024,PA009,New York,Tokyo,Economy,1230.00,Yes,3,Vegan
11/18/2024,PA011,Perth,Tokyo,First Class,372.00,Yes,3,Egg Free
11/10/2024,PA006,Tokyo,London,First Class,640.00,Yes,0,None
3/13/2024,PA011,Perth,Tokyo,Economy,3465.00,Yes,3,Vegan
9/3/2024,PA003,London,Perth,Premium Economy,937.50,Yes,3,Vegan
6/10/2024,PA002,New York,London,First Class,246.00,Yes,3,Nut Free
6/26/2024,PA010,Tokyo,New York,Economy,2270.00,Yes,2,Dairy Free
9/25/2024,PA005,London,Tokyo,First Class,561.00,Yes,0,Vegetarian
12/22/2024,PA011,Perth,Tokyo,Premium Economy,1365.00,Yes,1,Dairy Free
8/1/2024,PA012,Tokyo,Perth,Premium Economy,1122.50,Yes,3,Vegetarian
11/5/2024,PA011,Perth,Tokyo,Economy,2210.00,Yes,2,None
12/18/2024,PA008,Perth,New York,Economy,1075.00,Yes,1,Egg Free
12/11/2024,PA002,New York,London,First Class,216.00,Yes,2,None
4/9/2024,PA001,London,New York,Economy,3150.00,Yes,1,Vegan
1/12/2024,PA006,Tokyo,London,Premium Economy,607.50,Yes,3,Vegetarian
6/1/2024,PA009,New York,Tokyo,Business Class,374.40,Yes,1,Dairy Free
4/8/2024,PA001,London,New York,Business Class,742.80,Yes,1,None
5/2/2024,PA002,New York,London,First Class,694.00,Yes,2,None
6/9/2024,PA007,New York,Perth,Business Class,498.00,Yes,3,Egg Free
10/3/2024,PA005,London,Tokyo,First Class,435.00,Yes,0,None
5/12/2024,PA005,London,Tokyo,Economy,2025.00,Yes,0,Nut Free
7/23/2024,PA009,New York,Tokyo,Premium Economy,957.50,Yes,3,Egg Free
7/30/2024,PA006,Tokyo,London,Economy,1235.00,Yes,1,Nut Free
4/19/2024,PA007,New York,Perth,Economy,3385.00,Yes,3,Vegan
2/4/2024,PA004,Perth,London,Business Class,440.40,Yes,1,Vegan
11/4/2024,PA010,Tokyo,New York,Business Class,324.00,Yes,1,None
12/31/2024,PA011,Perth,Tokyo,First Class,646.00,Yes,0,Dairy Free
4/8/2024,PA007,New York,Perth,Business Class,366.00,Yes,0,Vegetarian
1/31/2024,PA009,New York,Tokyo,First Class,536.00,Yes,3,Dairy Free
12/24/2024,PA008,Perth,New York,First Class,407.00,Yes,2,Vegetarian
11/12/2024,PA002,New York,London,Premium Economy,822.50,Yes,2,Nut Free
12/18/2024,PA005,London,Tokyo,Economy,2165.00,Yes,3,None
3/16/2024,PA007,New York,Perth,Business Class,426.00,Yes,1,Egg Free
6/4/2024,PA005,London,Tokyo,Premium Economy,1517.50,Yes,3,Nut Free
10/20/2024,PA004,Perth,London,Business Class,697.20,Yes,2,Vegan
2/14/2024,PA007,New York,Perth,First Class,311.00,Yes,3,Vegetarian
12/24/2024,PA004,Perth,London,Business Class,454.80,Yes,3,Vegan
6/10/2024,PA009,New York,Tokyo,First Class,259.00,Yes,3,Vegetarian
11/5/2024,PA011,Perth,Tokyo,Business Class,606.00,Yes,2,Egg Free
11/3/2024,PA008,Perth,New York,Premium Economy,1257.50,Yes,1,Dairy Free
7/15/2024,PA003,London,Perth,Premium Economy,527.50,Yes,0,None
4/5/2024,PA003,London,Perth,Economy,3165.00,Yes,2,Nut Free
7/29/2024,PA011,Perth,Tokyo,First Class,343.00,Yes,2,Vegan
3/5/2024,PA005,London,Tokyo,Business Class,654.00,Yes,2,Egg Free
3/26/2024,PA005,London,Tokyo,First Class,444.00,Yes,1,Vegan
5/24/2024,PA012,Tokyo,Perth,Business Class,302.40,Yes,3,None
12/2/2024,PA012,Tokyo,Perth,Business Class,664.80,Yes,0,Dairy Free
1/13/2024,PA006,Tokyo,London,First Class,494.00,Yes,3,Nut Free
3/31/2024,PA012,Tokyo,Perth,First Class,639.00,Yes,1,None
1/11/2024,PA010,Tokyo,New York,Business Class,562.80,Yes,1,Egg Free
9/13/2024,PA012,Tokyo,Perth,Economy,3345.00,Yes,2,Vegetarian
4/3/2024,PA004,Perth,London,Premium Economy,895.00,Yes,1,Vegan
4/29/2024,PA005,London,Tokyo,Economy,1105.00,Yes,2,Vegan
1/13/2024,PA008,Perth,New York,Business Class,651.60,Yes,1,None
3/6/2024,PA006,Tokyo,London,Premium Economy,822.50,Yes,1,Egg Free
3/23/2024,PA001,London,New York,Premium Economy,1375.00,Yes,0,Egg Free
4/28/2024,PA004,Perth,London,Business Class,667.20,Yes,2,None
7/21/2024,PA009,New York,Tokyo,First Class,563.00,Yes,1,Vegan
6/15/2024,PA012,Tokyo,Perth,Economy,1340.00,Yes,3,Vegetarian
5/25/2024,PA004,Perth,London,First Class,684.00,Yes,0,Vegan
3/2/2024,PA004,Perth,London,Business Class,715.20,Yes,2,None
12/31/2024,PA011,Perth,Tokyo,Economy,1090.00,Yes,0,Vegan
6/23/2024,PA006,Tokyo,London,Business Class,608.40,Yes,0,None
5/17/2024,PA005,London,Tokyo,Business Class,307.20,Yes,2,Dairy Free
8/12/2024,PA010,Tokyo,New York,Premium Economy,1312.50,Yes,2,Vegan
4/18/2024,PA004,Perth,London,Economy,2520.00,Yes,3,Vegan
10/3/2024,PA007,New York,Perth,Economy,3420.00,Yes,2,None
2/25/2024,PA011,Perth,Tokyo,Premium Economy,1560.00,Yes,2,Vegetarian
6/2/2024,PA001,London,New York,Premium Economy,1052.50,Yes,1,Egg Free
12/4/2024,PA005,London,Tokyo,First Class,350.00,Yes,0,Vegan
4/27/2024,PA005,London,Tokyo,Economy,2095.00,Yes,3,Dairy Free
1/13/2024,PA007,New York,Perth,Economy,2450.00,Yes,0,Egg Free
7/19/2024,PA002,New York,London,First Class,523.00,Yes,0,Egg Free
10/3/2024,PA006,Tokyo,London,Business Class,361.20,Yes,3,Nut Free
2/2/2024,PA008,Perth,New York,Premium Economy,1387.50,Yes,3,Egg Free
12/16/2024,PA008,Perth,New York,First Class,441.00,Yes,1,Vegetarian
12/22/2024,PA001,London,New York,Economy,2325.00,Yes,1,Egg Free
4/8/2024,PA009,New York,Tokyo,Economy,2930.00,Yes,0,Vegetarian
4/8/2024,PA004,Perth,London,Economy,2405.00,Yes,3,Nut Free
5/25/2024,PA003,London,Perth,First Class,660.00,Yes,0,Nut Free
9/29/2024,PA007,New York,Perth,Business Class,806.40,Yes,2,None
2/20/2024,PA005,London,Tokyo,Economy,2645.00,Yes,0,Nut Free
12/30/2024,PA003,London,Perth,First Class,488.00,Yes,0,Vegetarian
9/15/2024,PA007,New York,Perth,Business Class,740.40,Yes,1,Vegetarian
3/27/2024,PA008,Perth,New York,Business Class,699.60,Yes,2,Vegetarian
9/13/2024,PA005,London,Tokyo,Business Class,454.80,Yes,2,Egg Free
7/27/2024,PA006,Tokyo,London,First Class,389.00,Yes,2,Vegetarian
10/25/2024,PA012,Tokyo,Perth,Business Class,633.60,Yes,3,Vegetarian
8/14/2024,PA006,Tokyo,London,Business Class,818.40,Yes,3,Vegetarian
5/22/2024,PA009,New York,Tokyo,Business Class,712.80,Yes,1,Dairy Free
6/22/2024,PA002,New York,London,Economy,3160.00,Yes,2,Nut Free
3/14/2024,PA009,New York,Tokyo,First Class,297.00,Yes,0,Vegan
12/1/2024,PA002,New York,London,Business Class,621.60,Yes,1,Vegetarian
11/29/2024,PA009,New York,Tokyo,Economy,1630.00,Yes,3,Dairy Free
3/22/2024,PA004,Perth,London,Economy,3250.00,Yes,1,Nut Free
6/27/2024,PA004,Perth,London,First Class,206.00,Yes,3,Nut Free
10/13/2024,PA012,Tokyo,Perth,Business Class,820.80,Yes,1,None
12/8/2024,PA011,Perth,Tokyo,Premium Economy,1335.00,Yes,1,Dairy Free
2/11/2024,PA008,Perth,New York,First Class,681.00,Yes,3,Dairy Free
12/3/2024,PA010,Tokyo,New York,Business Class,782.40,Yes,2,Dairy Free
12/21/2024,PA012,Tokyo,Perth,First Class,475.00,Yes,1,Egg Free
6/27/2024,PA010,Tokyo,New York,Business Class,270.00,Yes,0,Nut Free
11/22/2024,PA010,Tokyo,New York,Premium Economy,1075.00,Yes,2,None
5/3/2024,PA003,London,Perth,Premium Economy,1365.00,Yes,2,Nut Free
5/6/2024,PA011,Perth,Tokyo,First Class,299.00,Yes,0,Dairy Free
1/10/2024,PA003,London,Perth,Premium Economy,1692.50,Yes,0,Dairy Free
4/5/2024,PA012,Tokyo,Perth,Premium Economy,832.50,Yes,1,None
4/26/2024,PA010,Tokyo,New York,First Class,235.00,Yes,1,None
1/25/2024,PA006,Tokyo,London,First Class,247.00,Yes,2,Dairy Free
10/14/2024,PA009,New York,Tokyo,Premium Economy,905.00,Yes,0,None
3/22/2024,PA010,Tokyo,New York,Economy,2545.00,Yes,0,Vegan
12/16/2024,PA002,New York,London,First Class,205.00,Yes,2,Vegetarian
10/18/2024,PA001,London,New York,Business Class,784.80,Yes,2,Nut Free
7/15/2024,PA006,Tokyo,London,Business Class,588.00,Yes,2,Egg Free
2/7/2024,PA009,New York,Tokyo,Economy,2460.00,Yes,0,Egg Free
12/15/2024,PA006,Tokyo,London,Business Class,704.40,Yes,2,Nut Free
3/30/2024,PA001,London,New York,Business Class,310.80,Yes,3,Vegan
8/14/2024,PA008,Perth,New York,Economy,1085.00,Yes,2,Vegan
1/30/2024,PA007,New York,Perth,Economy,2970.00,Yes,2,Vegetarian
1/28/2024,PA009,New York,Tokyo,Premium Economy,1290.00,Yes,2,Vegetarian
8/24/2024,PA008,Perth,New York,Premium Economy,707.50,Yes,3,Vegan
3/18/2024,PA008,Perth,New York,Business Class,548.40,Yes,3,Egg Free
4/5/2024,PA001,London,New York,Business Class,420.00,Yes,1,Vegetarian
9/5/2024,PA001,London,New York,First Class,404.00,Yes,3,Vegan
7/28/2024,PA004,Perth,London,Business Class,625.20,Yes,3,Dairy Free
7/8/2024,PA009,New York,Tokyo,Business Class,462.00,Yes,2,Vegetarian
8/7/2024,PA006,Tokyo,London,Business Class,405.60,Yes,0,Nut Free
3/18/2024,PA001,London,New York,Business Class,505.20,Yes,0,Nut Free
5/19/2024,PA006,Tokyo,London,Premium Economy,902.50,Yes,3,None
1/15/2024,PA001,London,New York,Business Class,286.80,Yes,2,Vegetarian
4/16/2024,PA001,London,New York,First Class,268.00,Yes,1,Dairy Free
9/17/2024,PA007,New York,Perth,Premium Economy,835.00,Yes,0,None
8/27/2024,PA007,New York,Perth,First Class,314.00,Yes,3,Egg Free
10/26/2024,PA001,London,New York,Business Class,649.20,Yes,1,Vegan
6/18/2024,PA006,Tokyo,London,Economy,3260.00,Yes,1,Vegan
7/6/2024,PA003,London,Perth,First Class,546.00,Yes,2,Vegan
5/25/2024,PA004,Perth,London,Premium Economy,1245.00,Yes,0,Nut Free
10/24/2024,PA010,Tokyo,New York,First Class,410.00,Yes,0,Dairy Free
8/14/2024,PA005,London,Tokyo,Economy,2985.00,Yes,0,Dairy Free
8/7/2024,PA011,Perth,Tokyo,Premium Economy,910.00,Yes,2,Vegetarian
5/25/2024,PA012,Tokyo,Perth,First Class,304.00,Yes,2,None
1/31/2024,PA003,London,Perth,Premium Economy,1122.50,Yes,3,Vegan
3/2/2024,PA003,London,Perth,Premium Economy,1457.50,Yes,2,Vegan
5/29/2024,PA005,London,Tokyo,Economy,2290.00,Yes,0,Dairy Free
10/19/2024,PA004,Perth,London,First Class,686.00,Yes,2,None
8/31/2024,PA010,Tokyo,New York,Business Class,760.80,Yes,0,Vegetarian
3/2/2024,PA004,Perth,London,Premium Economy,1735.00,Yes,0,Nut Free
10/2/2024,PA010,Tokyo,New York,Business Class,669.60,Yes,0,Dairy Free
5/1/2024,PA006,Tokyo,London,First Class,397.00,Yes,0,Dairy Free
12/11/2024,PA005,London,Tokyo,Business Class,589.20,Yes,2,Vegetarian
9/16/2024,PA004,Perth,London,First Class,221.00,Yes,3,Nut Free
10/25/2024,PA007,New York,Perth,Economy,1190.00,Yes,3,Vegan
2/16/2024,PA012,Tokyo,Perth,First Class,627.00,Yes,0,None
9/10/2024,PA003,London,Perth,Business Class,316.80,Yes,1,Egg Free
11/6/2024,PA005,London,Tokyo,Premium Economy,1705.00,Yes,3,Egg Free
9/30/2024,PA004,Perth,London,Premium Economy,1590.00,Yes,2,Vegan
3/24/2024,PA003,London,Perth,First Class,247.00,Yes,3,Dairy Free
2/16/2024,PA001,London,New York,First Class,660.00,Yes,3,Dairy Free
10/20/2024,PA009,New York,Tokyo,Economy,1630.00,Yes,1,None
1/5/2024,PA011,Perth,Tokyo,Premium Economy,1595.00,Yes,0,Dairy Free
12/27/2024,PA009,New York,Tokyo,First Class,413.00,Yes,2,Vegetarian
1/28/2024,PA010,Tokyo,New York,Economy,1445.00,Yes,2,Egg Free
3/29/2024,PA003,London,Perth,Premium Economy,572.50,Yes,3,Nut Free
5/26/2024,PA005,London,Tokyo,First Class,570.00,Yes,3,Vegan
